outer_lake,Water_body_type,water_body_type_label,dataset_ids,organization_ids,tss_methods,group_count,site_count,raw_record_count,auxiliary_group_count
Lake Peipsi,2,estuary,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,8,1,32,8
Lake Peipsi,2,estuary,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,187,44,196,187
Lake Peipsi,2,estuary,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,22,8,30,22
Lake Peipsi,2,estuary,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,2,2,2,2
Lake Peipsi,3,coastal_ocean,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,1,3,2
Lake Peipsi,3,coastal_ocean,HigaH_JP_YNU,YNU,APHA 2540 D,62,1,62,62
Lake Peipsi,3,coastal_ocean,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,489,8,536,489
Lake Peipsi,3,coastal_ocean,LehmannMK_NZ_UOW_NZ_CST,UOW,APHA 2540 D,65,1,65,65
Lake Peipsi,3,coastal_ocean,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,19,1,20,19
Lake Peipsi,3,coastal_ocean,OndrusekM_US_NOAA-STAR_KR_CST,NOAA-STAR,NASA TM 2003-211621,48,1,53,48
Lake Peipsi,3,coastal_ocean,SchallesJ_US_Creighton,Creighton,Creighton TSS,15,2,15,15
Lake Peipsi,3,coastal_ocean,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,5,13,13
Lake Peipsi,3,coastal_ocean,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,131,2,131,131
Lake Peipsi,3,coastal_ocean,SiswantoE_JP_JAMSTEC,JAMSTEC,APHA 2540 D,51,1,51,51
Lake Peipsi,3,coastal_ocean,WernandMR_NL_NIOZ_CST,NIOZ,NIOZ TSS,12,1,22,12
Lake Peipsi,4,river,DekkerAG_NL_VU,VU,VU TSS,4,4,4,4
Lake Peipsi,4,river,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,1,1,1
Lake Peipsi,4,river,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,40,1,40,40
Lake Peipsi,4,river,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,1,9,9
Lake Peipsi,4,river,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,123,23,126,123
Lake Peipsi,4,river,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,40,8,41,40
Lake Peipsi,4,river,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,4,4,4,4
Lake Peipsi,5,other,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,1,16,16
Lake Peipsi,5,other,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,1,5,5
Lake Winnipeg,1,lake,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,145,36,145,71
Lake Winnipeg,1,lake,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,99,12,99,60
Lake Winnipeg,1,lake,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,48,3,48,20
Lake Winnipeg,1,lake,BindingC_CA_ECCC,ECCC,ECCC TSS,49,1,49,0
Lake Winnipeg,1,lake,DekkerAG_NL_VU,VU,VU TSS,16,12,16,16
Lake Winnipeg,1,lake,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,1,86,0
Lake Winnipeg,1,lake,FicekD_PL_APSL,APSL,APSL TSS,193,13,200,75
Lake Winnipeg,1,lake,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,1,20,20
Lake Winnipeg,1,lake,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,128,7,147,60
Lake Winnipeg,1,lake,GitelsonAA_US_UNL,UNL,APHA 2540 D,204,14,204,164
Lake Winnipeg,1,lake,GrebSR_US_WDNR,WDNR,APHA 2540 D,215,34,215,215
Lake Winnipeg,1,lake,KravitzJ_ZA_UCT,UCT,APHA 2540 D,28,4,28,28
Lake Winnipeg,1,lake,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,169,85,170,169
Lake Winnipeg,1,lake,LiL_US_IUPUI,IUPUI,IUPUI TSS,187,3,188,0
Lake Winnipeg,1,lake,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,221,3,236,0
Lake Winnipeg,1,lake,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,235,8,235,26
Lake Winnipeg,1,lake,MatthewsM_ZA_UCT,UCT,APHA 2540 D,31,3,62,31
Lake Winnipeg,1,lake,MooreT_US_UNH,UNH,APHA 2540 D,30,1,30,0
Lake Winnipeg,1,lake,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,48,2,49,48
Lake Winnipeg,1,lake,O'DonnellDM_US_UFI,UFI,APHA 2540 D,9,1,9,0
Lake Winnipeg,1,lake,OlmansonLG_US_UMN,UMN,UMN TSS,7,7,7,7
Lake Winnipeg,1,lake,OppeltN_DE_CAU_Kiel,CAU_Kiel,DIN 38409-2:1987-03,26,1,26,0
Lake Winnipeg,1,lake,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,30,6,30,30
Lake Winnipeg,1,lake,SalemSI_JP_KUAS,KUAS,APHA 2540 D,68,1,68,0
Lake Winnipeg,1,lake,SchallesJ_US_Creighton,Creighton,Creighton TSS,36,3,36,36
Lake Winnipeg,1,lake,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,7,13,13
Lake Winnipeg,1,lake,SpyrakosE_GB_STIR,STIR,APHA 2540 D,43,7,43,23
Lake Winnipeg,1,lake,VanderWoudeA_US_NOAA-GLERL,NOAA-GLERL,APHA 2540 D,438,1,462,0
Lake Winnipeg,1,lake,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,8,8,8,8
Lake Winnipeg,1,lake,WertherM_GB_STIR,STIR,APHA 2540 D,12,4,12,12
Lake Winnipeg,2,estuary,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,14,1,14,14
Lake Winnipeg,2,estuary,FichotCG_US_BU_PIE,<missing>,BU_PIE TSS,23,1,23,23
Lake Winnipeg,2,estuary,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,8,1,32,8
Lake Winnipeg,2,estuary,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,187,44,196,187
Lake Winnipeg,2,estuary,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,22,8,30,22
Lake Winnipeg,2,estuary,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,2,2,2,2
Lake Winnipeg,3,coastal_ocean,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,1,3,2
Lake Winnipeg,3,coastal_ocean,HigaH_JP_YNU,YNU,APHA 2540 D,62,1,62,62
Lake Winnipeg,3,coastal_ocean,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,489,8,536,489
Lake Winnipeg,3,coastal_ocean,LehmannMK_NZ_UOW_NZ_CST,UOW,APHA 2540 D,65,1,65,65
Lake Winnipeg,3,coastal_ocean,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,19,1,20,19
Lake Winnipeg,3,coastal_ocean,OndrusekM_US_NOAA-STAR_KR_CST,NOAA-STAR,NASA TM 2003-211621,48,1,53,48
Lake Winnipeg,3,coastal_ocean,SchallesJ_US_Creighton,Creighton,Creighton TSS,15,2,15,15
Lake Winnipeg,3,coastal_ocean,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,5,13,13
Lake Winnipeg,3,coastal_ocean,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,131,2,131,131
Lake Winnipeg,3,coastal_ocean,SiswantoE_JP_JAMSTEC,JAMSTEC,APHA 2540 D,51,1,51,51
Lake Winnipeg,3,coastal_ocean,WernandMR_NL_NIOZ_CST,NIOZ,NIOZ TSS,12,1,22,12
Lake Winnipeg,4,river,DekkerAG_NL_VU,VU,VU TSS,4,4,4,4
Lake Winnipeg,4,river,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,1,1,1
Lake Winnipeg,4,river,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,40,1,40,40
Lake Winnipeg,4,river,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,1,9,9
Lake Winnipeg,4,river,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,123,23,126,123
Lake Winnipeg,4,river,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,40,8,41,40
Lake Winnipeg,4,river,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,4,4,4,4
Lake Winnipeg,5,other,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,1,16,16
Lake Winnipeg,5,other,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,1,5,5
Lake Łebsko,1,lake,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,145,36,145,71
Lake Łebsko,1,lake,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,99,12,99,60
Lake Łebsko,1,lake,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,48,3,48,20
Lake Łebsko,1,lake,BindingC_CA_ECCC,ECCC,ECCC TSS,94,2,94,0
Lake Łebsko,1,lake,DekkerAG_NL_VU,VU,VU TSS,16,12,16,16
Lake Łebsko,1,lake,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,1,86,0
Lake Łebsko,1,lake,FicekD_PL_APSL,APSL,APSL TSS,161,12,168,75
Lake Łebsko,1,lake,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,1,20,20
Lake Łebsko,1,lake,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,128,7,147,60
Lake Łebsko,1,lake,GitelsonAA_US_UNL,UNL,APHA 2540 D,204,14,204,164
Lake Łebsko,1,lake,GrebSR_US_WDNR,WDNR,APHA 2540 D,215,34,215,215
Lake Łebsko,1,lake,KravitzJ_ZA_UCT,UCT,APHA 2540 D,28,4,28,28
Lake Łebsko,1,lake,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,169,85,170,169
Lake Łebsko,1,lake,LiL_US_IUPUI,IUPUI,IUPUI TSS,187,3,188,0
Lake Łebsko,1,lake,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,221,3,236,0
Lake Łebsko,1,lake,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,235,8,235,26
Lake Łebsko,1,lake,MatthewsM_ZA_UCT,UCT,APHA 2540 D,31,3,62,31
Lake Łebsko,1,lake,MooreT_US_UNH,UNH,APHA 2540 D,30,1,30,0
Lake Łebsko,1,lake,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,48,2,49,48
Lake Łebsko,1,lake,O'DonnellDM_US_UFI,UFI,APHA 2540 D,9,1,9,0
Lake Łebsko,1,lake,OlmansonLG_US_UMN,UMN,UMN TSS,7,7,7,7
Lake Łebsko,1,lake,OppeltN_DE_CAU_Kiel,CAU_Kiel,DIN 38409-2:1987-03,26,1,26,0
Lake Łebsko,1,lake,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,30,6,30,30
Lake Łebsko,1,lake,SalemSI_JP_KUAS,KUAS,APHA 2540 D,68,1,68,0
Lake Łebsko,1,lake,SchallesJ_US_Creighton,Creighton,Creighton TSS,36,3,36,36
Lake Łebsko,1,lake,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,7,13,13
Lake Łebsko,1,lake,SpyrakosE_GB_STIR,STIR,APHA 2540 D,43,7,43,23
Lake Łebsko,1,lake,VanderWoudeA_US_NOAA-GLERL,NOAA-GLERL,APHA 2540 D,438,1,462,0
Lake Łebsko,1,lake,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,8,8,8,8
Lake Łebsko,1,lake,WertherM_GB_STIR,STIR,APHA 2540 D,12,4,12,12
Lake Łebsko,2,estuary,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,14,1,14,14
Lake Łebsko,2,estuary,FichotCG_US_BU_PIE,<missing>,BU_PIE TSS,23,1,23,23
Lake Łebsko,2,estuary,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,8,1,32,8
Lake Łebsko,2,estuary,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,187,44,196,187
Lake Łebsko,2,estuary,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,22,8,30,22
Lake Łebsko,2,estuary,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,2,2,2,2
Lake Łebsko,3,coastal_ocean,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,1,3,2
Lake Łebsko,3,coastal_ocean,HigaH_JP_YNU,YNU,APHA 2540 D,62,1,62,62
Lake Łebsko,3,coastal_ocean,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,489,8,536,489
Lake Łebsko,3,coastal_ocean,LehmannMK_NZ_UOW_NZ_CST,UOW,APHA 2540 D,65,1,65,65
Lake Łebsko,3,coastal_ocean,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,19,1,20,19
Lake Łebsko,3,coastal_ocean,OndrusekM_US_NOAA-STAR_KR_CST,NOAA-STAR,NASA TM 2003-211621,48,1,53,48
Lake Łebsko,3,coastal_ocean,SchallesJ_US_Creighton,Creighton,Creighton TSS,15,2,15,15
Lake Łebsko,3,coastal_ocean,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,5,13,13
Lake Łebsko,3,coastal_ocean,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,131,2,131,131
Lake Łebsko,3,coastal_ocean,SiswantoE_JP_JAMSTEC,JAMSTEC,APHA 2540 D,51,1,51,51
Lake Łebsko,3,coastal_ocean,WernandMR_NL_NIOZ_CST,NIOZ,NIOZ TSS,12,1,22,12
Lake Łebsko,4,river,DekkerAG_NL_VU,VU,VU TSS,4,4,4,4
Lake Łebsko,4,river,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,1,1,1
Lake Łebsko,4,river,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,40,1,40,40
Lake Łebsko,4,river,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,1,9,9
Lake Łebsko,4,river,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,123,23,126,123
Lake Łebsko,4,river,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,40,8,41,40
Lake Łebsko,4,river,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,4,4,4,4
Lake Łebsko,5,other,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,1,16,16
Lake Łebsko,5,other,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,1,5,5
Mantova,1,lake,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,145,36,145,71
Mantova,1,lake,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,99,12,99,60
Mantova,1,lake,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,48,3,48,20
Mantova,1,lake,BindingC_CA_ECCC,ECCC,ECCC TSS,94,2,94,0
Mantova,1,lake,DekkerAG_NL_VU,VU,VU TSS,16,12,16,16
Mantova,1,lake,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,1,86,0
Mantova,1,lake,FicekD_PL_APSL,APSL,APSL TSS,193,13,200,75
Mantova,1,lake,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,1,20,20
Mantova,1,lake,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,97,6,114,60
Mantova,1,lake,GitelsonAA_US_UNL,UNL,APHA 2540 D,204,14,204,164
Mantova,1,lake,GrebSR_US_WDNR,WDNR,APHA 2540 D,215,34,215,215
Mantova,1,lake,KravitzJ_ZA_UCT,UCT,APHA 2540 D,28,4,28,28
Mantova,1,lake,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,169,85,170,169
Mantova,1,lake,LiL_US_IUPUI,IUPUI,IUPUI TSS,187,3,188,0
Mantova,1,lake,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,221,3,236,0
Mantova,1,lake,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,235,8,235,26
Mantova,1,lake,MatthewsM_ZA_UCT,UCT,APHA 2540 D,31,3,62,31
Mantova,1,lake,MooreT_US_UNH,UNH,APHA 2540 D,30,1,30,0
Mantova,1,lake,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,48,2,49,48
Mantova,1,lake,O'DonnellDM_US_UFI,UFI,APHA 2540 D,9,1,9,0
Mantova,1,lake,OlmansonLG_US_UMN,UMN,UMN TSS,7,7,7,7
Mantova,1,lake,OppeltN_DE_CAU_Kiel,CAU_Kiel,DIN 38409-2:1987-03,26,1,26,0
Mantova,1,lake,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,30,6,30,30
Mantova,1,lake,SalemSI_JP_KUAS,KUAS,APHA 2540 D,68,1,68,0
Mantova,1,lake,SchallesJ_US_Creighton,Creighton,Creighton TSS,36,3,36,36
Mantova,1,lake,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,7,13,13
Mantova,1,lake,SpyrakosE_GB_STIR,STIR,APHA 2540 D,43,7,43,23
Mantova,1,lake,VanderWoudeA_US_NOAA-GLERL,NOAA-GLERL,APHA 2540 D,438,1,462,0
Mantova,1,lake,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,8,8,8,8
Mantova,1,lake,WertherM_GB_STIR,STIR,APHA 2540 D,12,4,12,12
Mantova,2,estuary,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,14,1,14,14
Mantova,2,estuary,FichotCG_US_BU_PIE,<missing>,BU_PIE TSS,23,1,23,23
Mantova,2,estuary,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,8,1,32,8
Mantova,2,estuary,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,187,44,196,187
Mantova,2,estuary,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,22,8,30,22
Mantova,2,estuary,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,2,2,2,2
Mantova,3,coastal_ocean,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,1,3,2
Mantova,3,coastal_ocean,HigaH_JP_YNU,YNU,APHA 2540 D,62,1,62,62
Mantova,3,coastal_ocean,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,489,8,536,489
Mantova,3,coastal_ocean,LehmannMK_NZ_UOW_NZ_CST,UOW,APHA 2540 D,65,1,65,65
Mantova,3,coastal_ocean,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,19,1,20,19
Mantova,3,coastal_ocean,OndrusekM_US_NOAA-STAR_KR_CST,NOAA-STAR,NASA TM 2003-211621,48,1,53,48
Mantova,3,coastal_ocean,SchallesJ_US_Creighton,Creighton,Creighton TSS,15,2,15,15
Mantova,3,coastal_ocean,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,5,13,13
Mantova,3,coastal_ocean,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,131,2,131,131
Mantova,3,coastal_ocean,SiswantoE_JP_JAMSTEC,JAMSTEC,APHA 2540 D,51,1,51,51
Mantova,3,coastal_ocean,WernandMR_NL_NIOZ_CST,NIOZ,NIOZ TSS,12,1,22,12
Mantova,4,river,DekkerAG_NL_VU,VU,VU TSS,4,4,4,4
Mantova,4,river,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,1,1,1
Mantova,4,river,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,40,1,40,40
Mantova,4,river,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,1,9,9
Mantova,4,river,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,123,23,126,123
Mantova,4,river,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,40,8,41,40
Mantova,4,river,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,4,4,4,4
Mantova,5,other,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,1,16,16
Mantova,5,other,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,1,5,5
Morse Reservoir,1,lake,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,145,36,145,71
Morse Reservoir,1,lake,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,99,12,99,60
Morse Reservoir,1,lake,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,48,3,48,20
Morse Reservoir,1,lake,BindingC_CA_ECCC,ECCC,ECCC TSS,94,2,94,0
Morse Reservoir,1,lake,DekkerAG_NL_VU,VU,VU TSS,16,12,16,16
Morse Reservoir,1,lake,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,1,86,0
Morse Reservoir,1,lake,FicekD_PL_APSL,APSL,APSL TSS,193,13,200,75
Morse Reservoir,1,lake,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,1,20,20
Morse Reservoir,1,lake,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,128,7,147,60
Morse Reservoir,1,lake,GitelsonAA_US_UNL,UNL,APHA 2540 D,204,14,204,164
Morse Reservoir,1,lake,GrebSR_US_WDNR,WDNR,APHA 2540 D,215,34,215,215
Morse Reservoir,1,lake,KravitzJ_ZA_UCT,UCT,APHA 2540 D,28,4,28,28
Morse Reservoir,1,lake,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,169,85,170,169
Morse Reservoir,1,lake,LiL_US_IUPUI,IUPUI,IUPUI TSS,134,2,135,0
Morse Reservoir,1,lake,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,221,3,236,0
Morse Reservoir,1,lake,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,235,8,235,26
Morse Reservoir,1,lake,MatthewsM_ZA_UCT,UCT,APHA 2540 D,31,3,62,31
Morse Reservoir,1,lake,MooreT_US_UNH,UNH,APHA 2540 D,30,1,30,0
Morse Reservoir,1,lake,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,48,2,49,48
Morse Reservoir,1,lake,O'DonnellDM_US_UFI,UFI,APHA 2540 D,9,1,9,0
Morse Reservoir,1,lake,OlmansonLG_US_UMN,UMN,UMN TSS,7,7,7,7
Morse Reservoir,1,lake,OppeltN_DE_CAU_Kiel,CAU_Kiel,DIN 38409-2:1987-03,26,1,26,0
Morse Reservoir,1,lake,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,30,6,30,30
Morse Reservoir,1,lake,SalemSI_JP_KUAS,KUAS,APHA 2540 D,68,1,68,0
Morse Reservoir,1,lake,SchallesJ_US_Creighton,Creighton,Creighton TSS,36,3,36,36
Morse Reservoir,1,lake,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,7,13,13
Morse Reservoir,1,lake,SpyrakosE_GB_STIR,STIR,APHA 2540 D,43,7,43,23
Morse Reservoir,1,lake,VanderWoudeA_US_NOAA-GLERL,NOAA-GLERL,APHA 2540 D,438,1,462,0
Morse Reservoir,1,lake,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,8,8,8,8
Morse Reservoir,1,lake,WertherM_GB_STIR,STIR,APHA 2540 D,12,4,12,12
Morse Reservoir,2,estuary,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,14,1,14,14
Morse Reservoir,2,estuary,FichotCG_US_BU_PIE,<missing>,BU_PIE TSS,23,1,23,23
Morse Reservoir,2,estuary,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,8,1,32,8
Morse Reservoir,2,estuary,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,187,44,196,187
Morse Reservoir,2,estuary,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,22,8,30,22
Morse Reservoir,2,estuary,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,2,2,2,2
Morse Reservoir,3,coastal_ocean,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,1,3,2
Morse Reservoir,3,coastal_ocean,HigaH_JP_YNU,YNU,APHA 2540 D,62,1,62,62
Morse Reservoir,3,coastal_ocean,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,489,8,536,489
Morse Reservoir,3,coastal_ocean,LehmannMK_NZ_UOW_NZ_CST,UOW,APHA 2540 D,65,1,65,65
Morse Reservoir,3,coastal_ocean,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,19,1,20,19
Morse Reservoir,3,coastal_ocean,OndrusekM_US_NOAA-STAR_KR_CST,NOAA-STAR,NASA TM 2003-211621,48,1,53,48
Morse Reservoir,3,coastal_ocean,SchallesJ_US_Creighton,Creighton,Creighton TSS,15,2,15,15
Morse Reservoir,3,coastal_ocean,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,5,13,13
Morse Reservoir,3,coastal_ocean,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,131,2,131,131
Morse Reservoir,3,coastal_ocean,SiswantoE_JP_JAMSTEC,JAMSTEC,APHA 2540 D,51,1,51,51
Morse Reservoir,3,coastal_ocean,WernandMR_NL_NIOZ_CST,NIOZ,NIOZ TSS,12,1,22,12
Morse Reservoir,4,river,DekkerAG_NL_VU,VU,VU TSS,4,4,4,4
Morse Reservoir,4,river,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,1,1,1
Morse Reservoir,4,river,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,40,1,40,40
Morse Reservoir,4,river,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,1,9,9
Morse Reservoir,4,river,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,123,23,126,123
Morse Reservoir,4,river,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,40,8,41,40
Morse Reservoir,4,river,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,4,4,4,4
Morse Reservoir,5,other,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,1,16,16
Morse Reservoir,5,other,SpyrakosE_GB_STIR,STIR,APHA 2540 D,5,1,5,5
Taihu,1,lake,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,145,36,145,71
Taihu,1,lake,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,99,12,99,60
Taihu,1,lake,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,48,3,48,20
Taihu,1,lake,BindingC_CA_ECCC,ECCC,ECCC TSS,94,2,94,0
Taihu,1,lake,DekkerAG_NL_VU,VU,VU TSS,16,12,16,16
Taihu,1,lake,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,1,86,0
Taihu,1,lake,FicekD_PL_APSL,APSL,APSL TSS,193,13,200,75
Taihu,1,lake,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,1,20,20
Taihu,1,lake,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,128,7,147,60
Taihu,1,lake,GitelsonAA_US_UNL,UNL,APHA 2540 D,204,14,204,164
Taihu,1,lake,GrebSR_US_WDNR,WDNR,APHA 2540 D,215,34,215,215
Taihu,1,lake,KravitzJ_ZA_UCT,UCT,APHA 2540 D,28,4,28,28
Taihu,1,lake,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,169,85,170,169
Taihu,1,lake,LiL_US_IUPUI,IUPUI,IUPUI TSS,187,3,188,0
