outer_lake,source_site,normalized_source_site,countries,water_body_type_codes,group_count,dataset_ids,organization_ids,tss_methods,raw_record_count,centroid_lat,centroid_lon,eligible_target_site,auxiliary_source_site,exact_name_collision_with_outer,normalized_name_collision_with_outer
Ibitinga Reservoir,"St. Marys River, GA",st marys river ga,United States of America (the),4,22,SchallesJ_US_Creighton,NOAA ECSC|NSF GCE LTER,Creighton TSS,23,30.723000,-81.585500,False,True,False,False
Ibitinga Reservoir,"St. Pierre Creek, SC",st pierre creek sc,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,8,32.539000,-80.349000,False,True,False,False
Ibitinga Reservoir,"St. Simons Sound, GA",st simons sound ga,United States of America (the),2,1,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,1,31.131000,-81.398000,False,True,False,False
Ibitinga Reservoir,Suwa,suwa,Japan,1,9,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,9,36.051000,138.085000,False,True,False,False
Ibitinga Reservoir,Taihu,taihu,China,1,188,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,195,31.302000,120.175000,True,False,False,False
Ibitinga Reservoir,Te Anau,te anau,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-45.347000,167.702000,False,True,False,False
Ibitinga Reservoir,Te Koutu,te koutu,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.889000,175.470000,False,True,False,False
Ibitinga Reservoir,"Teakettle Creek, GA",teakettle creek ga,United States of America (the),2,3,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,3,31.472000,-81.304000,False,True,False,False
Ibitinga Reservoir,Theewaterskloof,theewaterskloof,South Africa,1,4,MatthewsM_ZA_UCT,UCT,APHA 2540 D,9,-34.029000,19.209000,False,True,False,False
Ibitinga Reservoir,Tokyo Bay,tokyo bay,Japan,3,62,HigaH_JP_YNU,YNU,APHA 2540 D,62,35.554000,139.906000,False,True,False,False
Ibitinga Reservoir,Trasimeno,trasimeno,Italy,1,18,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,25,43.122500,12.129000,False,True,False,False
Ibitinga Reservoir,Trout Lake,trout,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,46.034500,-89.668500,False,True,False,False
Ibitinga Reservoir,Ullswater,ullswater,United Kingdom of Great Britain and Northern Ireland (the),1,4,SpyrakosE_GB_STIR,STIR,APHA 2540 D,4,54.574500,-2.898500,False,True,False,False
Ibitinga Reservoir,Vaal,vaal,South Africa,1,6,KravitzJ_ZA_UCT,UCT,APHA 2540 D,6,-26.903000,28.134000,False,True,False,False
Ibitinga Reservoir,Vecht (Breukelen/Nieuwersluis),vecht breukelen nieuwersluis,Netherlands (the),4,1,DekkerAG_NL_VU,VU,VU TSS,1,52.206000,5.022000,False,True,False,False
Ibitinga Reservoir,Vecht (Loenen),vecht loenen,Netherlands (the),4,1,DekkerAG_NL_VU,VU,VU TSS,1,52.202000,5.021000,False,True,False,False
Ibitinga Reservoir,Victory Lake,victory,United States of America (the),1,3,GitelsonAA_US_UNL,UNL,APHA 2540 D,3,41.439000,-96.536000,False,True,False,False
Ibitinga Reservoir,Vinkeveenseplas jachthaven,vinkeveenseplas jachthaven,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.228000,4.946000,False,True,False,False
Ibitinga Reservoir,Vuntus,vuntus,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.210000,5.075000,False,True,False,False
Ibitinga Reservoir,Vuntus jachthaven,vuntus jachthaven,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.212000,5.068000,False,True,False,False
Ibitinga Reservoir,"Waccamaw River, SC",waccamaw river sc,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,33.469000,-79.158000,False,True,False,False
Ibitinga Reservoir,Wachtels Lagoon,wachtels lagoon,Australia,1,3,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,3,-34.234000,140.368000,False,True,False,False
Ibitinga Reservoir,Wahapo,wahapo,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-43.250000,170.265000,False,True,False,False
Ibitinga Reservoir,"Wassau Sound, GA",wassau sound ga,United States of America (the),3,1,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,1,31.925000,-80.967000,False,True,False,False
Ibitinga Reservoir,Waterleidingplas,waterleidingplas,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.215000,5.044000,False,True,False,False
Ibitinga Reservoir,"West Lake, Hanoi",west hanoi,Viet Nam,1,19,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,19,21.046000,105.825000,False,True,False,False
Ibitinga Reservoir,Western Treatment Plant,western treatment plant,Australia,5,16,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,16,-37.995000,144.634000,False,True,False,False
Ibitinga Reservoir,"Wicomico River, MD",wicomico river md,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,38.256000,-75.834000,False,True,False,False
Ibitinga Reservoir,Wijde Blik,wijde blik,Netherlands (the),1,2,DekkerAG_NL_VU,VU,VU TSS,2,52.228500,5.058500,False,True,False,False
Ibitinga Reservoir,Wijde Gat,wijde gat,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.234000,5.080000,False,True,False,False
Ibitinga Reservoir,Windermere,windermere,United Kingdom of Great Britain and Northern Ireland (the),1,3,SpyrakosE_GB_STIR,STIR,APHA 2540 D,3,54.399000,-2.954000,False,True,False,False
Ibitinga Reservoir,"Winyah Bay, SC",winyah bay sc,United States of America (the),2,4,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,4,33.269500,-79.236000,False,True,False,False
Ibitinga Reservoir,Yellow Sea,yellow sea,Korea (the Republic of),3,48,OndrusekM_US_NOAA-STAR_KR_CST,NOAA-STAR,NASA TM 2003-211621,53,34.877000,125.886500,False,True,False,False
Lake Chotkowskie,Akan,akan,Japan,1,2,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,2,43.455000,144.101500,False,True,False,False
Lake Chotkowskie,Albufera,albufera,Spain,1,6,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,6,39.333500,-0.361000,False,True,False,False
Lake Chotkowskie,Alcántara,alcantara,Spain,1,4,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,4,39.710500,-6.473500,False,True,False,False
Lake Chotkowskie,Almendra,almendra,Spain,1,6,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,6,41.238000,-6.283500,False,True,False,False
Lake Chotkowskie,"Altamaha River, GA",altamaha river ga,United States of America (the),4,18,SchallesJ_US_Creighton,NOAA ECSC|NSF GCE LTER,Creighton TSS,18,31.317500,-81.412500,False,True,False,False
Lake Chotkowskie,"Altamaha Sound, GA",altamaha sound ga,United States of America (the),2,1,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,1,31.321000,-81.317000,False,True,False,False
Lake Chotkowskie,Amer,amer,Netherlands (the),4,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,51.710000,4.815000,False,True,False,False
Lake Chotkowskie,Amsterdam-Rhine Canal,amsterdam rhine canal,Netherlands (the),4,1,DekkerAG_NL_VU,VU,VU TSS,1,52.175000,4.994000,False,True,False,False
Lake Chotkowskie,Amsterdam-Rijn kanaal Weesp,amsterdam rijn kanaal weesp,Netherlands (the),4,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.306000,5.022000,False,True,False,False
Lake Chotkowskie,Ankeveensche Plassen,ankeveensche plassen,Netherlands (the),1,2,DekkerAG_NL_VU,VU,VU TSS,2,52.275000,5.075500,False,True,False,False
Lake Chotkowskie,"Apalachicola Bay, FL",apalachicola bay fl,United States of America (the),2,48,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,49,29.699500,-84.932000,False,True,False,False
Lake Chotkowskie,"Apalachicola River, FL",apalachicola river fl,United States of America (the),4,4,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,4,29.737500,-84.992000,False,True,False,False
Lake Chotkowskie,"Aransas Bay, TX",aransas bay tx,United States of America (the),2,13,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,13,28.007000,-97.029000,False,True,False,False
Lake Chotkowskie,"Aransas Channel, TX",aransas channel tx,United States of America (the),2,5,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,5,27.862000,-97.143000,False,True,False,False
Lake Chotkowskie,"Aransas Pass, TX",aransas pass tx,United States of America (the),2|3,2,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,2,27.837500,-97.043500,False,True,False,False
Lake Chotkowskie,Arcachon Bay,arcachon bay,France,3,19,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,25,44.668000,-1.145000,False,True,False,False
Lake Chotkowskie,"Ashepoo River, SC",ashepoo river sc,United States of America (the),4,8,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,8,32.582500,-80.483000,False,True,False,False
Lake Chotkowskie,Atlantic Ocean,atlantic ocean,France|Spain,3,13,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,13,43.956000,-8.743000,False,True,False,False
Lake Chotkowskie,"Atlantic Ocean, GA",atlantic ocean ga,United States of America (the),3,137,SchallesJ_US_Creighton,NOAA ECSC|NSF GCE LTER,Creighton TSS,137,31.363000,-80.896000,False,True,False,False
Lake Chotkowskie,Ba Be Lake,ba be,Viet Nam,1,29,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,30,22.407000,105.621000,False,True,False,False
Lake Chotkowskie,"Bahia Grande, TX",bahia grande tx,United States of America (the),2,8,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,8,26.033000,-97.288000,False,True,False,False
Lake Chotkowskie,Baltic Sea,baltic sea,Sweden,3,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,3,58.716000,17.629500,False,True,False,False
Lake Chotkowskie,"Baltimore Harbor, MD",baltimore harbor md,United States of America (the),2,2,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,2,39.222500,-76.546000,False,True,False,False
Lake Chotkowskie,"Bangs Lake, MS",bangs ms,United States of America (the),2,4,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,4,30.358500,-88.468000,False,True,False,False
Lake Chotkowskie,Bassenthwaite Lake,bassenthwaite,United Kingdom of Great Britain and Northern Ireland (the),1,4,SpyrakosE_GB_STIR,STIR,APHA 2540 D,4,54.658000,-3.222000,False,True,False,False
Lake Chotkowskie,"Bayou Cassotte, MS",bayou cassotte ms,United States of America (the),2,3,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,3,30.344000,-88.509000,False,True,False,False
Lake Chotkowskie,"Bayou Cumbest, MS",bayou cumbest ms,United States of America (the),2,8,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,8,30.383000,-88.441000,False,True,False,False
Lake Chotkowskie,"Bayou Heron, MS",bayou heron ms,United States of America (the),2,7,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,7,30.397000,-88.401000,False,True,False,False
Lake Chotkowskie,Beaver Dam Lake,beaver dam,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,43.470000,-88.861000,False,True,False,False
Lake Chotkowskie,Big Saint Germain Lake,big saint germain,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,45.933000,-89.520000,False,True,False,False
Lake Chotkowskie,Big Sand Lake,big sand,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,46.065000,-88.973000,False,True,False,False
Lake Chotkowskie,Biwa,biwa,Japan,1,9,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,9,35.245000,136.055000,False,True,False,False
Lake Chotkowskie,"Black River, SC",black river sc,United States of America (the),4,2,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,2,33.442500,-79.261000,False,True,False,False
Lake Chotkowskie,"Blackbird Creek, DE",blackbird creek de,United States of America (the),1|2,4,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,4,39.399000,-75.610000,False,True,False,False
Lake Chotkowskie,"Blackburn Bay, FL",blackburn bay fl,United States of America (the),2,2,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,2,27.145000,-82.476500,False,True,False,False
Lake Chotkowskie,Blowering Reservoir,blowering,Australia,1,9,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,9,-35.481000,148.263000,False,True,False,False
Lake Chotkowskie,BovenMerwede,bovenmerwede,Netherlands (the),4,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,51.829000,4.963000,False,True,False,False
Lake Chotkowskie,Branched Oak Lake,branched oak,United States of America (the),1,40,GitelsonAA_US_UNL,UNL,APHA 2540 D,40,40.970000,-96.866000,True,False,False,False
Lake Chotkowskie,Breukeleveensche- of Stille Plas,breukeleveensche of stille plas,Netherlands (the),1,1,DekkerAG_NL_VU,VU,VU TSS,1,52.184000,5.083000,False,True,False,False
Lake Chotkowskie,Bronkhorstspruit,bronkhorstspruit,South Africa,1,4,KravitzJ_ZA_UCT,UCT,APHA 2540 D,4,-25.902000,28.693000,False,True,False,False
Lake Chotkowskie,Burrinjuck Dam,burrinjuck dam,Australia,1,11,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,11,-34.965000,148.693000,False,True,False,False
Lake Chotkowskie,"Bush River, MD",bush river md,United States of America (the),4,5,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,5,39.421000,-76.261000,False,True,False,False
Lake Chotkowskie,Butternut Lake,butternut,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,45.915000,-88.995000,False,True,False,False
Lake Chotkowskie,Cannon,cannon,United States of America (the),1,1,OlmansonLG_US_UMN,UMN,UMN TSS,1,44.276000,-93.349000,False,True,False,False
Lake Chotkowskie,"Canoochee River, GA",canoochee river ga,United States of America (the),4,1,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,1,31.984000,-81.327000,False,True,False,False
Lake Chotkowskie,"Carl Blackwell Lake, OK",carl blackwell ok,United States of America (the),1,3,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,3,36.140000,-97.254000,False,True,False,False
Lake Chotkowskie,"Carter Lake, NE",carter ne,United States of America (the),1,17,SchallesJ_US_Creighton,Creighton,Creighton TSS,17,41.294000,-95.916000,False,True,False,False
Lake Chotkowskie,Chaohu,chaohu,China,1,21,MaR_CN_NIGLAS,NIGLAS,APHA 2540 D,29,31.573000,117.453000,True,False,False,False
Lake Chotkowskie,"Charlotte Harbor, FL",charlotte harbor fl,United States of America (the),2,5,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,5,26.952000,-82.122000,False,True,False,False
Lake Chotkowskie,"Chesapeake Bay, MD",chesapeake bay md,United States of America (the),2,10,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,10,38.710000,-76.482500,False,True,False,False
Lake Chotkowskie,"Combahee River, SC",combahee river sc,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,32.506000,-80.531000,False,True,False,False
Lake Chotkowskie,Como,como,Italy,1,3,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,3,45.984000,9.281000,False,True,False,False
Lake Chotkowskie,Coniston Water,coniston water,United Kingdom of Great Britain and Northern Ireland (the),1,1,SpyrakosE_GB_STIR,STIR,APHA 2540 D,1,54.362000,-3.062000,False,True,False,False
Lake Chotkowskie,"Corpus Christi Bay, TX",corpus christi bay tx,United States of America (the),2,4,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,4,27.783000,-97.385500,False,True,False,False
Lake Chotkowskie,"Corpus Christi Ship Channel, TX",corpus christi ship channel tx,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,27.820000,-97.188000,False,True,False,False
Lake Chotkowskie,"Crooked Bayou, MS",crooked bayou ms,United States of America (the),2,2,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,2,30.354000,-88.419000,False,True,False,False
Lake Chotkowskie,Cuerda del Pozo,cuerda del pozo,Spain,1,6,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,6,41.856000,-2.737000,False,True,False,False
Lake Chotkowskie,"Cumberland Sound, GA",cumberland sound ga,United States of America (the),3,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,30.716000,-81.473000,False,True,False,False
Lake Chotkowskie,"Cunningham Lake, NE",cunningham ne,United States of America (the),1,9,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,41.350000,-96.055000,False,True,False,False
Lake Chotkowskie,Curuai Lake,curuai,Brazil,1,14,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,14,-2.156500,-55.427000,False,True,False,False
Lake Chotkowskie,"Delaware Bay, DE",delaware bay de,United States of America (the),2,4,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,4,39.065000,-75.387000,False,True,False,False
Lake Chotkowskie,"Derby Pond, DE",derby pond de,United States of America (the),1,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,39.086000,-75.560000,False,True,False,False
Lake Chotkowskie,Dianchi,dianchi,China,1,64,MaR_CN_NIGLAS|MatsushitaB_JP_Tsukuba,NIGLAS|Tsukuba,APHA 2540 D,64,24.836500,102.685000,True,False,False,False
Lake Chotkowskie,"Doboy Sound, GA",doboy sound ga,United States of America (the),2,5,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,5,31.432000,-81.320000,False,True,False,False
Lake Chotkowskie,"Doctor's Lake, FL",doctor s fl,United States of America (the),2,3,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,3,30.114000,-81.748000,False,True,False,False
Lake Chotkowskie,"Dona Bay, FL",dona bay fl,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,27.116000,-82.454000,False,True,False,False
Lake Chotkowskie,"Duplin River, GA",duplin river ga,United States of America (the),4,17,SchallesJ_US_Creighton,NOAA ECSC|NSF GCE LTER,Creighton TSS,17,31.441000,-81.280000,False,True,False,False
Lake Chotkowskie,Eagle Creek Reservoir,eagle creek,United States of America (the),1,78,LiL_US_IUPUI,IUPUI,IUPUI TSS,79,39.846000,-86.306500,True,False,False,False
Lake Chotkowskie,"East Bay, FL",east bay fl,United States of America (the),1|2,7,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,7,29.770000,-84.909000,False,True,False,False
Lake Chotkowskie,"Edisto River, SC",edisto river sc,United States of America (the),4,11,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,12,32.592000,-80.396000,False,True,False,False
Lake Chotkowskie,"Elizabeth River, VA",elizabeth river va,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,36.883000,-76.333000,False,True,False,False
Lake Chotkowskie,Elysian,elysian,United States of America (the),1,1,OlmansonLG_US_UMN,UMN,UMN TSS,1,44.196000,-93.659000,False,True,False,False
Lake Chotkowskie,English Channel,english channel,Belgium|France|Netherlands (the)|United Kingdom of Great Britain and Northern Ireland (the),3,107,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,112,51.068000,1.520000,False,True,False,False
Lake Chotkowskie,Erhai,erhai,China,1,37,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,37,25.846000,100.180000,True,False,False,False
Lake Chotkowskie,Fence Lake,fence,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,45.952000,-89.835000,False,True,False,False
Lake Chotkowskie,"Fork Branch, DE",fork branch de,United States of America (the),1,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,39.183000,-75.548000,False,True,False,False
Lake Chotkowskie,Fox Lake,fox,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,43.589000,-88.920000,False,True,False,False
Lake Chotkowskie,Fox River,fox river,United States of America (the),4,1,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,44.537000,-88.006000,False,True,False,False
Lake Chotkowskie,Francis,francis,United States of America (the),1,1,OlmansonLG_US_UMN,UMN,UMN TSS,1,44.211000,-93.694000,False,True,False,False
Lake Chotkowskie,Fremont Lake #01,fremont 01,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.450000,-96.561000,False,True,False,False
Lake Chotkowskie,Fremont Lake #02,fremont 02,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.450000,-96.564000,False,True,False,False
Lake Chotkowskie,Fremont Lake #03,fremont 03,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.451000,-96.570000,False,True,False,False
Lake Chotkowskie,Fremont Lake #04,fremont 04,United States of America (the),1,14,GitelsonAA_US_UNL,UNL,APHA 2540 D,14,41.451000,-96.577000,False,True,False,False
Lake Chotkowskie,Fremont Lake #05,fremont 05,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.449000,-96.571000,False,True,False,False
Lake Chotkowskie,Fremont Lake #07,fremont 07,United States of America (the),1,16,GitelsonAA_US_UNL,UNL,APHA 2540 D,16,41.450000,-96.580000,False,True,False,False
Lake Chotkowskie,Fremont Lake #16,fremont 16,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.442000,-96.558000,False,True,False,False
Lake Chotkowskie,Fremont Lake #17,fremont 17,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.439000,-96.546000,False,True,False,False
Lake Chotkowskie,Fremont Lake #18,fremont 18,United States of America (the),1,4,GitelsonAA_US_UNL,UNL,APHA 2540 D,4,41.438000,-96.541000,False,True,False,False
Lake Chotkowskie,Fremont Lake #20,fremont 20,United States of America (the),1,13,GitelsonAA_US_UNL,UNL,APHA 2540 D,13,41.437000,-96.549000,False,True,False,False
Lake Chotkowskie,Garda,garda,Italy,1,37,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,45,45.501000,10.602000,True,False,False,False
Lake Chotkowskie,Geist Reservoir,geist,United States of America (the),1,56,LiL_US_IUPUI,IUPUI,IUPUI TSS,56,39.927000,-85.955500,True,False,False,False
Lake Chotkowskie,Geneva Lake,geneva,United States of America (the),1,12,GrebSR_US_WDNR,WDNR,APHA 2540 D,12,42.567000,-88.503500,False,True,False,False
Lake Chotkowskie,Gironde River,gironde river,France,2,8,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,32,45.200500,-0.765000,False,True,False,False
Lake Chotkowskie,"Grand Bay, MS",grand bay ms,United States of America (the),2,2,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,2,30.365000,-88.352500,False,True,False,False
Lake Chotkowskie,"Great Pee Dee River, SC",great pee dee river sc,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,33.353000,-79.272000,False,True,False,False
Lake Chotkowskie,Green Lake,green,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,43.810000,-89.000500,False,True,False,False
Lake Chotkowskie,Grevelingen,grevelingen,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,51.777000,3.867000,False,True,False,False
Lake Chotkowskie,Guiana,guiana,France,3,200,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,228,4.943000,-52.191000,False,True,False,False
Lake Chotkowskie,"Gulf of Mexcio, FL",gulf of mexcio fl,United States of America (the),3,3,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,3,26.736000,-82.193000,False,True,False,False
Lake Chotkowskie,"Gulf of Mexico, TX",gulf of mexico tx,United States of America (the),3,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,27.844000,-97.038000,False,True,False,False
Lake Chotkowskie,Gulf of Tonkin,gulf of tonkin,Viet Nam,3,96,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,102,20.828500,106.957000,False,True,False,False
Lake Chotkowskie,"Ha Long Bay, Quang Ninh Province",ha long bay quang ninh province,Viet Nam,3,19,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,20,20.914000,107.088000,False,True,False,False
Lake Chotkowskie,Haringvliet,haringvliet,Netherlands (the),2,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,51.822000,4.040000,False,True,False,False
