outer_lake,source_site,normalized_source_site,countries,water_body_type_codes,group_count,dataset_ids,organization_ids,tss_methods,raw_record_count,centroid_lat,centroid_lon,eligible_target_site,auxiliary_source_site,exact_name_collision_with_outer,normalized_name_collision_with_outer
Garda,Cuerda del Pozo,cuerda del pozo,Spain,1,6,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,6,41.856000,-2.737000,False,True,False,False
Garda,"Cumberland Sound, GA",cumberland sound ga,United States of America (the),3,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,30.716000,-81.473000,False,True,False,False
Garda,"Cunningham Lake, NE",cunningham ne,United States of America (the),1,9,SchallesJ_US_Creighton,Creighton,Creighton TSS,9,41.350000,-96.055000,False,True,False,False
Garda,Curuai Lake,curuai,Brazil,1,14,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,14,-2.156500,-55.427000,False,True,False,False
Garda,"Delaware Bay, DE",delaware bay de,United States of America (the),2,4,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,4,39.065000,-75.387000,False,True,False,False
Garda,"Derby Pond, DE",derby pond de,United States of America (the),1,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,39.086000,-75.560000,False,True,False,False
Garda,Dianchi,dianchi,China,1,64,MaR_CN_NIGLAS|MatsushitaB_JP_Tsukuba,NIGLAS|Tsukuba,APHA 2540 D,64,24.836500,102.685000,True,False,False,False
Garda,"Doboy Sound, GA",doboy sound ga,United States of America (the),2,5,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,5,31.432000,-81.320000,False,True,False,False
Garda,"Doctor's Lake, FL",doctor s fl,United States of America (the),2,3,SchallesJ_US_Creighton,NSF GCE LTER,Creighton TSS,3,30.114000,-81.748000,False,True,False,False
Garda,"Dona Bay, FL",dona bay fl,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,27.116000,-82.454000,False,True,False,False
Garda,"Duplin River, GA",duplin river ga,United States of America (the),4,17,SchallesJ_US_Creighton,NOAA ECSC|NSF GCE LTER,Creighton TSS,17,31.441000,-81.280000,False,True,False,False
Garda,Eagle Creek Reservoir,eagle creek,United States of America (the),1,78,LiL_US_IUPUI,IUPUI,IUPUI TSS,79,39.846000,-86.306500,True,False,False,False
Garda,"East Bay, FL",east bay fl,United States of America (the),1|2,7,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,7,29.770000,-84.909000,False,True,False,False
Garda,"Edisto River, SC",edisto river sc,United States of America (the),4,11,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,12,32.592000,-80.396000,False,True,False,False
Garda,"Elizabeth River, VA",elizabeth river va,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,36.883000,-76.333000,False,True,False,False
Garda,Elysian,elysian,United States of America (the),1,1,OlmansonLG_US_UMN,UMN,UMN TSS,1,44.196000,-93.659000,False,True,False,False
Garda,English Channel,english channel,Belgium|France|Netherlands (the)|United Kingdom of Great Britain and Northern Ireland (the),3,107,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,112,51.068000,1.520000,False,True,False,False
Garda,Erhai,erhai,China,1,37,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,37,25.846000,100.180000,True,False,False,False
Garda,Fence Lake,fence,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,45.952000,-89.835000,False,True,False,False
Garda,"Fork Branch, DE",fork branch de,United States of America (the),1,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,39.183000,-75.548000,False,True,False,False
Garda,Fox Lake,fox,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,43.589000,-88.920000,False,True,False,False
Garda,Fox River,fox river,United States of America (the),4,1,GrebSR_US_WDNR,WDNR,APHA 2540 D,1,44.537000,-88.006000,False,True,False,False
Garda,Francis,francis,United States of America (the),1,1,OlmansonLG_US_UMN,UMN,UMN TSS,1,44.211000,-93.694000,False,True,False,False
Garda,Fremont Lake #01,fremont 01,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.450000,-96.561000,False,True,False,False
Garda,Fremont Lake #02,fremont 02,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.450000,-96.564000,False,True,False,False
Garda,Fremont Lake #03,fremont 03,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.451000,-96.570000,False,True,False,False
Garda,Fremont Lake #04,fremont 04,United States of America (the),1,14,GitelsonAA_US_UNL,UNL,APHA 2540 D,14,41.451000,-96.577000,False,True,False,False
Garda,Fremont Lake #05,fremont 05,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.449000,-96.571000,False,True,False,False
Garda,Fremont Lake #07,fremont 07,United States of America (the),1,16,GitelsonAA_US_UNL,UNL,APHA 2540 D,16,41.450000,-96.580000,False,True,False,False
Garda,Fremont Lake #16,fremont 16,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.442000,-96.558000,False,True,False,False
Garda,Fremont Lake #17,fremont 17,United States of America (the),1,17,GitelsonAA_US_UNL,UNL,APHA 2540 D,17,41.439000,-96.546000,False,True,False,False
Garda,Fremont Lake #18,fremont 18,United States of America (the),1,4,GitelsonAA_US_UNL,UNL,APHA 2540 D,4,41.438000,-96.541000,False,True,False,False
Garda,Fremont Lake #20,fremont 20,United States of America (the),1,13,GitelsonAA_US_UNL,UNL,APHA 2540 D,13,41.437000,-96.549000,False,True,False,False
Garda,Geist Reservoir,geist,United States of America (the),1,56,LiL_US_IUPUI,IUPUI,IUPUI TSS,56,39.927000,-85.955500,True,False,False,False
Garda,Geneva Lake,geneva,United States of America (the),1,12,GrebSR_US_WDNR,WDNR,APHA 2540 D,12,42.567000,-88.503500,False,True,False,False
Garda,Gironde River,gironde river,France,2,8,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,32,45.200500,-0.765000,False,True,False,False
Garda,"Grand Bay, MS",grand bay ms,United States of America (the),2,2,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,2,30.365000,-88.352500,False,True,False,False
Garda,"Great Pee Dee River, SC",great pee dee river sc,United States of America (the),4,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,33.353000,-79.272000,False,True,False,False
Garda,Green Lake,green,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,43.810000,-89.000500,False,True,False,False
Garda,Grevelingen,grevelingen,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,51.777000,3.867000,False,True,False,False
Garda,Guiana,guiana,France,3,200,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,228,4.943000,-52.191000,False,True,False,False
Garda,"Gulf of Mexcio, FL",gulf of mexcio fl,United States of America (the),3,3,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,3,26.736000,-82.193000,False,True,False,False
Garda,"Gulf of Mexico, TX",gulf of mexico tx,United States of America (the),3,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,27.844000,-97.038000,False,True,False,False
Garda,Gulf of Tonkin,gulf of tonkin,Viet Nam,3,96,JametC_FR_ULCO-LOG,<missing>,APHA 2540 D,102,20.828500,106.957000,False,True,False,False
Garda,"Ha Long Bay, Quang Ninh Province",ha long bay quang ninh province,Viet Nam,3,19,NguyenTTH_VN_VNU-HUS,VNU-HUS,APHA 2540 D,20,20.914000,107.088000,False,True,False,False
Garda,Haringvliet,haringvliet,Netherlands (the),2,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,51.822000,4.040000,False,True,False,False
Garda,Hartbeespoort,hartbeespoort,South Africa,1,16,KravitzJ_ZA_UCT|MatthewsM_ZA_UCT,UCT,APHA 2540 D,16,-25.751500,27.850000,False,True,False,False
Garda,Hauroko,hauroko,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-45.997000,167.330000,False,True,False,False
Garda,Hawke Bay,hawke bay,New Zealand,3,65,LehmannMK_NZ_UOW_NZ_CST,UOW,APHA 2540 D,65,-39.144000,177.195000,False,True,False,False
Garda,Hibara,hibara,Japan,1,4,MatsushitaB_JP_Tsukuba,Tsukuba,APHA 2540 D,4,37.692500,140.055500,False,True,False,False
Garda,High Rock Lake,high rock,United States of America (the),1,86,DiVittorioC_US_WFU,WFU,APHA 2540 D,86,35.654000,-80.307500,True,False,False,False
Garda,Hilversums Kanaal,hilversums kanaal,Netherlands (the),4,1,DekkerAG_NL_VU,VU,VU TSS,1,52.233000,5.067000,False,True,False,False
Garda,Ibitinga Reservoir,ibitinga,Brazil,1,28,BarbosaCCF_BR_LabISA-INPE,LabISA-INPE,LabISA-INPE TSS,28,-21.848000,-48.952000,True,False,False,False
Garda,Ijmeer Durgerdam,ijmeer durgerdam,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.377000,4.991000,False,True,False,False
Garda,Ijsselmeer De Oude Zeug,ijsselmeer de oude zeug,Netherlands (the),1,1,WernandMR_NL_NIOZ_LK,NIOZ,NIOZ TSS,1,52.859000,5.103000,False,True,False,False
Garda,"Intracoastal Waterway, FL",intracoastal waterway fl,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,27.102000,-82.443000,False,True,False,False
Garda,"Intracoastal Waterway, GA",intracoastal waterway ga,United States of America (the),2,6,SchallesJ_US_Creighton,NOAA ECSC|NSF GCE LTER,Creighton TSS,6,31.508000,-81.311500,False,True,False,False
Garda,"Intracoastal Waterway, TX",intracoastal waterway tx,United States of America (the),2,2,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,2,28.149500,-96.895500,False,True,False,False
Garda,Iseo,iseo,Italy,1,17,GiardinoC_IT_CNR-IREA,CNR-IREA,ISO 11923:1997,17,45.679000,10.053000,False,True,False,False
Garda,Iznájar,iznajar,Spain,1,6,Ruiz-VerduA_ES_UVEG-CEDEX,UVEG-CEDEX,APHA 2540 D,6,37.280500,-4.353500,False,True,False,False
Garda,"James River, VA",james river va,United States of America (the),4,8,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,8,36.994500,-76.470500,False,True,False,False
Garda,"Knitting Mill Creek, VA",knitting mill creek va,United States of America (the),2,1,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,1,36.886000,-76.294000,False,True,False,False
Garda,Lac Courte Oreilles,lac courte oreilles,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,45.891000,-91.441000,False,True,False,False
Garda,Lac Vieux Desert,lac vieux desert,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,46.129500,-89.120500,False,True,False,False
Garda,"Lafayette River, VA",lafayette river va,United States of America (the),4,4,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,4,36.906500,-76.305500,False,True,False,False
Garda,Lake Ahijarv,ahijarv,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,57.713000,26.501500,False,True,False,False
Garda,Lake Arapuni,arapuni,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.123000,175.627500,False,True,False,False
Garda,Lake Areare,areare,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-37.668000,175.201000,False,True,False,False
Garda,Lake Aviemore,aviemore,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-44.621000,170.305000,False,True,False,False
Garda,Lake B,b,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.679000,175.248000,False,True,False,False
Garda,Lake Benmore,benmore,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-44.399500,170.224500,False,True,False,False
Garda,Lake Biel,biel,Switzerland,1,4,SpyrakosE_GB_STIR,STIR,APHA 2540 D,4,47.093500,7.193000,False,True,False,False
Garda,Lake Bonney,bonney,Australia,1,6,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,6,-34.217000,140.451500,False,True,False,False
Garda,Lake Boruja Mała,boruja maa,Poland,1,13,FicekD_PL_APSL,APSL,APSL TSS,13,54.088000,17.423000,False,True,False,False
Garda,Lake Brunner,brunner,New Zealand,1,4,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,4,-42.625000,171.455000,False,True,False,False
Garda,Lake Burley Griffin,burley griffin,Australia,1,2,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,2,-35.292000,149.100000,False,True,False,False
Garda,Lake Chetac,chetac,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,45.712000,-91.502000,False,True,False,False
Garda,Lake Chippewa,chippewa,United States of America (the),1,6,GrebSR_US_WDNR,WDNR,APHA 2540 D,6,45.935000,-91.170000,False,True,False,False
Garda,Lake Chotkowskie,chotkowskie,Poland,1,22,FicekD_PL_APSL,APSL,APSL TSS,22,54.151000,17.357000,True,False,False,False
Garda,Lake Constance,constance,Germany,1,20,GegeP_DE_DLR-IMF,DLR-IMF,ISO 11923:1997,20,47.582000,9.503000,False,True,False,False
Garda,Lake Czarne,czarne,Poland,1,11,FicekD_PL_APSL,APSL,APSL TSS,11,54.276000,17.439000,False,True,False,False
Garda,Lake D (Kainui),d kainui,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-37.678000,175.233000,False,True,False,False
Garda,Lake Dartmouth,dartmouth,Australia,1,4,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,4,-36.572500,147.557000,False,True,False,False
Garda,Lake Elistvere,elistvere,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.574000,26.704500,False,True,False,False
Garda,Lake Ellesmere (Te Waihora),ellesmere te waihora,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-43.790000,172.450000,False,True,False,False
Garda,Lake Erie,erie,Canada|United States of America (the),1,526,BindingC_CA_ECCC|MooreT_US_UNH|O'DonnellDM_US_UFI|VanderWoudeA_US_NOAA-GLERL,ECCC|NOAA-GLERL|UFI|UNH,APHA 2540 D|ECCC TSS,550,41.742000,-83.254000,True,False,False,False
Garda,Lake Eucumbene,eucumbene,Australia,1,4,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,4,-36.085500,148.733000,False,True,False,False
Garda,Lake Forsyth (Lake Wairewa),forsyth wairewa,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,3,-43.801000,172.745000,False,True,False,False
Garda,Lake Gardno,gardno,Poland,1,12,FicekD_PL_APSL,APSL,APSL TSS,17,54.639000,17.143000,False,True,False,False
Garda,Lake Geneva,geneva,Switzerland,1,20,SpyrakosE_GB_STIR,STIR,APHA 2540 D,20,46.438000,6.566500,True,False,False,False
Garda,Lake Głębokie,gebokie,Poland,1,11,FicekD_PL_APSL,APSL,APSL TSS,11,54.277000,17.377000,False,True,False,False
Garda,Lake Hakanoa,hakanoa,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-37.553000,175.167500,False,True,False,False
Garda,Lake Harihari,harihari,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.210000,174.723000,False,True,False,False
Garda,Lake Haupiri,haupiri,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-42.567000,171.693000,False,True,False,False
Garda,Lake Hawea,hawea,New Zealand,1,3,LehmannMK_NZ_UOW_NZ_LK|WertherM_GB_STIR,STIR|UOW,APHA 2540 D,3,-44.540000,169.289000,False,True,False,False
Garda,Lake Hayes,hayes,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-44.983000,168.807000,False,True,False,False
Garda,Lake Hino,hino,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,57.582000,27.232000,False,True,False,False
Garda,Lake Holstre,holstre,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.276000,25.690000,False,True,False,False
Garda,Lake Hume,hume,Australia,1,39,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,39,-36.110000,147.052000,True,False,False,False
Garda,Lake Humuhumu,humuhumu,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.328000,174.129000,False,True,False,False
Garda,Lake Jasień Południowy,jasien poudniowy,Poland,1,22,FicekD_PL_APSL,APSL,APSL TSS,23,54.285000,17.618000,True,False,False,False
Garda,Lake Jasień Północny,jasien ponocny,Poland,1,4,FicekD_PL_APSL,APSL,APSL TSS,4,54.303000,17.615000,False,True,False,False
Garda,Lake Jeleń,jelen,Poland,1,22,FicekD_PL_APSL,APSL,APSL TSS,22,54.198000,17.538000,True,False,False,False
Garda,Lake Jindabyne,jindabyne,Australia,1,10,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,10,-36.361000,148.630500,False,True,False,False
Garda,Lake Joemoisa,joemoisa,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.653000,26.832000,False,True,False,False
Garda,Lake Joksi,joksi,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.002000,26.751000,False,True,False,False
Garda,Lake Juottaan Tekojarvi,juottaan tekojarvi,Finland,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,66.319000,26.947000,False,True,False,False
Garda,Lake Kaariku,kaariku,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.004000,26.396000,False,True,False,False
Garda,Lake Kahuparere,kahuparere,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.369000,174.157000,False,True,False,False
Garda,Lake Kai-iwi,kai iwi,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-35.816000,173.654000,False,True,False,False
Garda,Lake Kaiavere,kaiavere,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.595500,26.690500,False,True,False,False
Garda,Lake Kaiu,kaiu,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.644500,26.840500,False,True,False,False
Garda,Lake Kalli,kalli,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.378000,27.239000,False,True,False,False
Garda,Lake Kanono,kanono,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.365000,174.149000,False,True,False,False
Garda,Lake Karaka,karaka,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.314000,174.038000,False,True,False,False
Garda,Lake Karapiro,karapiro,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-37.932000,175.547500,False,True,False,False
Garda,Lake Kasumigaura,kasumigaura,Japan,1,188,MatsushitaB_JP_Tsukuba|SalemSI_JP_KUAS,KUAS|Tsukuba,APHA 2540 D,188,36.058500,140.365000,True,False,False,False
Garda,Lake Kegonsa,kegonsa,United States of America (the),1,9,GrebSR_US_WDNR,WDNR,APHA 2540 D,9,42.963000,-89.254000,False,True,False,False
Garda,Lake Komiojarvi,komiojarvi,Finland,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,66.913000,27.061000,False,True,False,False
Garda,Lake Kooraste Linajarv,kooraste linajarv,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,57.963000,26.664000,False,True,False,False
Garda,Lake Koorkula Valgjarv,koorkula valgjarv,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,57.900000,25.872000,False,True,False,False
Garda,Lake Koosa,koosa,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.434000,27.155000,False,True,False,False
Garda,Lake Koshkonong,koshkonong,United States of America (the),1,3,GrebSR_US_WDNR,WDNR,APHA 2540 D,3,42.875000,-88.978000,False,True,False,False
Garda,Lake Kummerow,kummerow,Germany,1,26,OppeltN_DE_CAU_Kiel,CAU_Kiel,DIN 38409-2:1987-03,26,53.833500,12.891000,True,False,False,False
Garda,Lake Kuremaa,kuremaa,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,58.712000,26.562000,False,True,False,False
Garda,Lake Loch Katrine,loch katrine,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-42.719000,172.200000,False,True,False,False
Garda,Lake Lucerne,lucerne,Switzerland,1,4,WertherM_GB_STIR,STIR,APHA 2540 D,4,46.986500,8.451500,False,True,False,False
Garda,Lake Manapouri,manapouri,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-45.508000,167.568500,False,True,False,False
Garda,"Lake Manawa, IA",manawa ia,United States of America (the),1,10,SchallesJ_US_Creighton,Creighton,Creighton TSS,10,41.204000,-95.853000,False,True,False,False
Garda,Lake Maraetai,maraetai,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.364500,175.786500,False,True,False,False
Garda,Lake Maratoto,maratoto,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.888000,175.304000,False,True,False,False
Garda,Lake Mendota,mendota,United States of America (the),1,12,GrebSR_US_WDNR,WDNR,APHA 2540 D,12,43.098000,-89.420000,False,True,False,False
Garda,Lake Michigan,michigan,United States of America (the),1,15,GrebSR_US_WDNR,WDNR,APHA 2540 D,15,44.596000,-87.793000,False,True,False,False
Garda,Lake Mokeno,mokeno,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-36.352000,174.061000,False,True,False,False
Garda,Lake Monona,monona,United States of America (the),1,12,GrebSR_US_WDNR,WDNR,APHA 2540 D,12,43.066500,-89.358000,False,True,False,False
Garda,Lake Murati,murati,Estonia,1,1,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,1,57.586000,27.091000,False,True,False,False
Garda,Lake Niezabyszewskie,niezabyszewskie,Poland,1,5,FicekD_PL_APSL,APSL,APSL TSS,5,54.127000,17.430000,False,True,False,False
Garda,Lake Nohipalu Valgjarv,nohipalu valgjarv,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,57.942000,27.347000,False,True,False,False
Garda,Lake Nouni,nouni,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.129500,26.515500,False,True,False,False
Garda,Lake Obłęże,obeze,Poland,1,20,FicekD_PL_APSL,APSL,APSL TSS,21,54.240000,16.920000,True,False,False,False
Garda,Lake Ohakuri,ohakuri,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.417000,176.116000,False,True,False,False
Garda,Lake Ohau,ohau,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-44.237500,169.889500,False,True,False,False
Garda,Lake Okareka,okareka,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.171000,176.363500,False,True,False,False
Garda,Lake Okaro,okaro,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.300000,176.395000,False,True,False,False
Garda,Lake Okataina,okataina,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.121500,176.416500,False,True,False,False
Garda,Lake Otepaa Valgjarv,otepaa valgjarv,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.088000,26.643000,False,True,False,False
Garda,Lake Pamamaroo,pamamaroo,Australia,1,7,AnsteeJ_AU_CSIRO,CSIRO,ISO 11923:1997,7,-32.295000,142.461000,False,True,False,False
Garda,Lake Pangodi,pangodi,Estonia,1,3,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,3,58.197000,26.572000,False,True,False,False
Garda,Lake Pearson,pearson,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-43.096000,171.784000,False,True,False,False
Garda,Lake Peipsi,peipsi,Estonia,1,74,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,74,58.445000,27.415500,True,False,False,False
Garda,"Lake Perry, OK",perry ok,United States of America (the),1,2,SchallesJ_US_Creighton,NOAA ECSC,Creighton TSS,2,36.247000,-97.339000,False,True,False,False
Garda,Lake Pounui,pounui,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-41.345000,175.115000,False,True,False,False
Garda,Lake Poygan,poygan,United States of America (the),1,11,GrebSR_US_WDNR,WDNR,APHA 2540 D,11,44.145000,-88.859000,False,True,False,False
Garda,Lake Puhajarv,puhajarv,Estonia,1,2,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,2,58.040000,26.465500,False,True,False,False
Garda,Lake Pukaki,pukaki,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-44.051000,170.167000,False,True,False,False
Garda,Lake Pyszne,pyszne,Poland,1,14,FicekD_PL_APSL,APSL,APSL TSS,14,54.093000,17.508000,False,True,False,False
Garda,Lake Raigastvere,raigastvere,Estonia,1,3,AlikasK_EE_UT-TO,UT-TO,ESS Method 340.2,3,58.592000,26.651000,False,True,False,False
Garda,Lake Rerewhakaaitu,rerewhakaaitu,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.297000,176.497000,False,True,False,False
Garda,Lake Rotoehu,rotoehu,New Zealand,1,18,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,18,-38.015000,176.531000,False,True,False,False
Garda,Lake Rotoiti,rotoiti,New Zealand,1,16,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,16,-38.040000,176.407500,False,True,False,False
Garda,Lake Rotoiti (Nelson Lake),rotoiti nelson,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-41.820000,172.837000,False,True,False,False
Garda,Lake Rotokakahi,rotokakahi,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-38.213500,176.326500,False,True,False,False
Garda,Lake Rotokare,rotokare,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-39.453000,174.410000,False,True,False,False
Garda,Lake Rotokauri,rotokauri,New Zealand,1,2,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,2,-37.761500,175.197500,False,True,False,False
Garda,Lake Rotoma,rotoma,New Zealand,1,14,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,14,-38.043000,176.586000,False,True,False,False
Garda,Lake Rotomanuka,rotomanuka,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-37.926000,175.315000,False,True,False,False
Garda,Lake Rotongaio,rotongaio,New Zealand,1,1,LehmannMK_NZ_UOW_NZ_LK,UOW,APHA 2540 D,1,-38.944000,177.012000,False,True,False,False
