group_id,raw_gloria_ids,Dataset_ID_distinct_count,Organization_ID_distinct_count,TSS_method_distinct_count,Water_body_type_distinct_count,Country_distinct_count,Site_name_distinct_count,TSS_unit_distinct_count,metadata_conflict_count,metadata_conflict_status
Lake Erie||United States of America (the)||2019-09-09||41.704||-83.255,GID_7347,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-09||41.706||-83.384,GID_7344,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-09||41.718||-83.423,GID_7346,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-09||41.744||-83.135,GID_7348,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-09||41.762||-83.329,GID_7343,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-09||41.835||-83.357,GID_7345,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-24||41.659||-83.146,GID_7357,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-24||41.703||-83.255,GID_7355,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-24||41.705||-83.386,GID_7352,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-24||41.717||-83.424,GID_7354,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-24||41.743||-83.135,GID_7356,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-24||41.763||-83.328,GID_7350,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-24||41.826||-83.194,GID_7351,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-09-24||41.834||-83.36,GID_7353,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-10-07||41.66||-83.147,GID_7363,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-10-07||41.702||-83.264,GID_7361,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-10-07||41.705||-83.386,GID_7359,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-10-07||41.718||-83.424,GID_7360,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-10-07||41.743||-83.135,GID_7362,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2019-10-07||41.763||-83.333,GID_7358,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-07-20||41.704||-83.257,GID_7096,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-07-20||41.705||-83.386,GID_7094,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-07-20||41.833||-83.361,GID_7095,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-07-28||41.658||-83.146,GID_7101,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-07-28||41.717||-83.425,GID_7100,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-07-28||41.762||-83.331,GID_7097,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-07-28||41.827||-83.196,GID_7098,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-07-28||41.834||-83.36,GID_7099,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-08-10||41.658||-83.146,GID_7107,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-08-10||41.718||-83.424,GID_7105,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-08-10||41.761||-83.333,GID_7102,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-08-10||41.834||-83.361,GID_7104,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-08-24||41.659||-83.146,GID_7114,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-08-24||41.703||-83.256,GID_7112,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-08-24||41.743||-83.138,GID_7113,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-08-24||41.762||-83.331,GID_7108,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-08-24||41.826||-83.195,GID_7109,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-08-24||41.834||-83.36,GID_7110,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-09-21||41.658||-83.145,GID_7120,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-09-21||41.704||-83.386,GID_7116,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-09-21||41.741||-83.136,GID_7119,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-09-21||41.828||-83.195,GID_7115,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-10-05||41.66||-83.147,GID_7127,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-10-05||41.704||-83.255,GID_7125,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-10-05||41.705||-83.385,GID_7122,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-10-05||41.718||-83.424,GID_7124,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-10-05||41.744||-83.153,GID_7126,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-10-05||41.827||-83.195,GID_7121,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Erie||United States of America (the)||2020-10-05||41.834||-83.359,GID_7123,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Eucumbene||Australia||2021-06-22||-36.065||148.732,GID_223,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Eucumbene||Australia||2021-06-22||-36.106||148.734,GID_224,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Eucumbene||Australia||2021-06-22||-36.146||148.767,GID_225,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Eucumbene||Australia||2021-06-23||-36.054||148.682,GID_222,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Forsyth (Lake Wairewa)||New Zealand||2018-02-10||-43.798||172.759,GID_2392,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Forsyth (Lake Wairewa)||New Zealand||2018-02-10||-43.801||172.745,GID_2393,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Forsyth (Lake Wairewa)||New Zealand||2018-02-10||-43.808||172.734,GID_2394,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2006-10-10||54.639||17.143,GID_7706;GID_7707;GID_7708,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2006-11-11||54.639||17.143,GID_7709;GID_7710;GID_7711,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2006-12-12||54.639||17.143,GID_7712;GID_7713,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2007-02-02||54.639||17.143,GID_7714,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2007-04-04||54.639||17.143,GID_7715,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2007-05-05||54.639||17.143,GID_7716,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2007-06-06||54.639||17.143,GID_7717,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2007-07-07||54.639||17.143,GID_7718,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2007-08-08||54.639||17.143,GID_7719,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2007-09-09||54.639||17.143,GID_7720,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2007-11-11||54.639||17.143,GID_7721,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Gardno||Poland||2007-12-12||54.639||17.143,GID_7722,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-03||46.414||6.868,GID_6667,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-03||46.429||6.837,GID_6668,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-03||46.449||6.785,GID_6669,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-03||46.511||6.584,GID_6670,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-05||46.31||6.22,GID_6674,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-05||46.354||6.387,GID_6673,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-05||46.355||6.387,GID_6672,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-05||46.384||6.451,GID_6671,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-06||46.448||6.785,GID_6677,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-06||46.468||6.525,GID_6679,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-06||46.476||6.547,GID_6678,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2014-06-06||46.509||6.564,GID_6675,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2015-06-30||46.398||6.855,GID_6695,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2015-06-30||46.447||6.681,GID_6696,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2015-07-02||46.35||6.381,GID_6698,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2015-07-02||46.376||6.34,GID_6699,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2015-07-02||46.37||6.441,GID_6697,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2015-07-04||46.461||6.569,GID_6700,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2015-07-04||46.488||6.65,GID_6702,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Geneva||Switzerland||2015-07-04||46.5||6.623,GID_6703,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2008-04-04||54.277||17.377,GID_7607,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2008-05-05||54.277||17.377,GID_7608,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2008-06-06||54.277||17.377,GID_7609,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2008-07-07||54.277||17.377,GID_7610,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2009-04-04||54.277||17.377,GID_7611,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2009-05-05||54.277||17.377,GID_7612,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2009-06-06||54.277||17.377,GID_7613,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2009-07-07||54.277||17.377,GID_7614,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2009-08-08||54.277||17.377,GID_7615,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2009-09-09||54.277||17.377,GID_7616,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Głębokie||Poland||2009-10-10||54.277||17.377,GID_7617,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hakanoa||New Zealand||2017-06-08||-37.552||175.166,GID_2325,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hakanoa||New Zealand||2017-06-08||-37.554||175.169,GID_2324,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Harihari||New Zealand||2017-11-14||-38.21||174.723,GID_2346,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Haupiri||New Zealand||2018-01-22||-42.567||171.693,GID_2388,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hawea||New Zealand||2017-11-01||-44.54||169.275,GID_2339,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hawea||New Zealand||2020-02-09||-44.457||169.313,GID_7138,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hawea||New Zealand||2020-02-09||-44.58||169.289,GID_7139,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hayes||New Zealand||2017-11-04||-44.983||168.807,GID_2344,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hino||Estonia||2017-08-30||57.582||27.232,GID_128,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Holstre||Estonia||2018-06-01||58.276||25.69,GID_174,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-03-01||-36.01||147.09,GID_250,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-03-01||-36.098||147.052,GID_226,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-03-01||-36.11||147.035,GID_259,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-03-01||-36.206||147.079,GID_235,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-03-28||-36.128||147.04,GID_242,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-03-29||-36.009||147.091,GID_251,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-03-29||-36.11||147.035,GID_260,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-04-27||-36.01||147.091,GID_252,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-04-27||-36.128||147.04,GID_243,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-04-27||-36.204||147.079,GID_236,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-04-28||-36.099||147.052,GID_227,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-08-13||-36.009||147.091,GID_253,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-08-14||-36.099||147.047,GID_228,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-08-14||-36.111||147.034,GID_261,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-08-14||-36.128||147.04,GID_244,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-08-14||-36.204||147.078,GID_237,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-11-14||-36.205||147.078,GID_238,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-11-15||-36.011||147.09,GID_254,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-11-15||-36.098||147.052,GID_229,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-11-15||-36.111||147.034,GID_262,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2017-11-15||-36.128||147.04,GID_245,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2018-03-05||-36.01||147.089,GID_255,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2018-03-06||-36.099||147.052,GID_230,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2018-03-06||-36.128||147.04,GID_246,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-02-11||-36.009||147.091,GID_256,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-02-12||-36.099||147.052,GID_231,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-02-12||-36.11||147.035,GID_263,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-02-12||-36.204||147.078,GID_239,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-03-02||-36.009||147.091,GID_257,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-03-02||-36.099||147.052,GID_232,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-03-03||-36.11||147.035,GID_264,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-03-03||-36.128||147.04,GID_248,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-03-03||-36.204||147.078,GID_240,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-12-12||-36.01||147.089,GID_258,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-12-13||-36.109||147.033,GID_265,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-12-13||-36.127||147.04,GID_249,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-12-13||-36.1||147.047,GID_233,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2020-12-13||-36.203||147.079,GID_241,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Hume||Australia||2021-01-06||-36.098||147.053,GID_234,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Humuhumu||New Zealand||2017-11-20||-36.328||174.129,GID_2360,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2007-03-03||54.285||17.618,GID_7653,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2007-04-04||54.285||17.618,GID_7654;GID_7655,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2007-06-06||54.285||17.618,GID_7656,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2007-07-07||54.285||17.618,GID_7657,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2007-08-08||54.285||17.618,GID_7658,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2007-09-09||54.285||17.618,GID_7659,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2007-10-10||54.285||17.618,GID_7660,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2007-12-12||54.285||17.618,GID_7661,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2008-04-04||54.285||17.618,GID_7662,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2008-05-05||54.285||17.618,GID_7663,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2008-06-06||54.285||17.618,GID_7664,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-04-04||54.285||17.618,GID_7665,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-05-05||54.285||17.618,GID_7666,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-05-05||54.303||17.615,GID_7648,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-06-06||54.285||17.618,GID_7667,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-06-06||54.303||17.615,GID_7649,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-07-07||54.303||17.615,GID_7650,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-08-08||54.285||17.618,GID_7668,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-09-09||54.285||17.618,GID_7669,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-09-09||54.303||17.615,GID_7651,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-10-10||54.303||17.615,GID_7652,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Południowy||Poland||2009-11-11||54.285||17.618,GID_7670,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Północny||Poland||2008-04-04||54.303||17.615,GID_7644,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Północny||Poland||2008-05-05||54.303||17.615,GID_7645,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Północny||Poland||2008-06-06||54.303||17.615,GID_7646,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jasień Północny||Poland||2008-07-07||54.303||17.615,GID_7647,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2006-10-10||54.198||17.538,GID_7671,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2006-11-11||54.198||17.538,GID_7672,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2006-12-12||54.198||17.538,GID_7673,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2007-03-03||54.198||17.538,GID_7674,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2007-04-04||54.198||17.538,GID_7675,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2007-05-05||54.198||17.538,GID_7676,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2007-06-06||54.198||17.538,GID_7677,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2007-07-07||54.198||17.538,GID_7678,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2007-08-08||54.198||17.538,GID_7679,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2007-09-09||54.198||17.538,GID_7680,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2007-10-10||54.198||17.538,GID_7681,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2007-11-11||54.198||17.538,GID_7682,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2009-04-04||54.198||17.538,GID_7683,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2009-05-05||54.198||17.538,GID_7684,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2009-06-06||54.198||17.538,GID_7685,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2009-07-07||54.198||17.538,GID_7686,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2009-08-08||54.198||17.538,GID_7687,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2009-09-09||54.198||17.538,GID_7688,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2009-10-10||54.198||17.538,GID_7689,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2009-11-11||54.198||17.538,GID_7690,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2010-05-05||54.198||17.538,GID_7691,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jeleń||Poland||2010-07-07||54.198||17.538,GID_7692,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jindabyne||Australia||2020-08-11||-36.316||148.625,GID_272,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jindabyne||Australia||2020-08-11||-36.348||148.618,GID_274,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jindabyne||Australia||2020-08-11||-36.363||148.63,GID_270,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jindabyne||Australia||2020-08-12||-36.381||148.636,GID_268,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jindabyne||Australia||2020-08-12||-36.422||148.633,GID_266,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
Lake Jindabyne||Australia||2021-01-18||-36.316||148.625,GID_273,1,1,1,1,1,1,1,0,VERIFIED_NO_CONFLICT
