lake,learner,k,method,median_rer_log,median_mae_log,median_demeaned_spearman
Lake Winnipeg,XGBoost,5,calibrated,0.38051220585430134,0.22320272519308315,0.7253154471134206
Lake Winnipeg,XGBoost,10,calibrated,0.47275457405545285,0.18260122123502148,0.8057422969187675
Lake Łebsko,MLP,0,source_only,,0.2539261572366427,0.4547121684533324
Lake Łebsko,MLP,1,calibrated,-0.0426179265435318,0.1560070803156909,0.4570391658661424
Lake Łebsko,MLP,3,calibrated,-0.019303346424708,0.14322568996308285,0.44677186303428884
Lake Łebsko,MLP,5,calibrated,0.12946880509250455,0.12460154469442031,0.706160707769864
Lake Łebsko,MLP,10,calibrated,0.18697888606052998,0.1117369170113298,0.670149701956279
Lake Łebsko,PLSR,0,source_only,,0.7141330633669503,0.3934727070567948
Lake Łebsko,PLSR,1,calibrated,-0.010882285277609,0.16632692879652816,0.380885171811652
Lake Łebsko,PLSR,3,calibrated,-0.01189455528393885,0.14473516751446197,0.38989829234275025
Lake Łebsko,PLSR,5,calibrated,-0.00950036411166915,0.14262606001129566,0.21955758884751891
Lake Łebsko,PLSR,10,calibrated,0.08319570150052215,0.12938934428758958,0.4647562285373127
Lake Łebsko,XGBoost,0,source_only,,0.2828143988912751,0.8111478359828801
Lake Łebsko,XGBoost,1,calibrated,0.3200382327611695,0.1025659039664508,0.8112142652752096
Lake Łebsko,XGBoost,3,calibrated,0.3477327529467227,0.0935157184964577,0.8070219687420691
Lake Łebsko,XGBoost,5,calibrated,0.296805724724423,0.10197159655743049,0.7868699094862449
Lake Łebsko,XGBoost,10,calibrated,0.27377336909860084,0.09946095383446016,0.7074273086390557
Mantova,MLP,0,source_only,,0.170409439971019,0.4899687493394995
Mantova,MLP,1,calibrated,-0.0463783692143721,0.2058838227388774,0.4834798116467748
Mantova,MLP,3,calibrated,-0.04345224432811845,0.19249263669969074,0.489223433289101
Mantova,MLP,5,calibrated,-0.1839373297644214,0.21290118338816705,0.3961022805908586
Mantova,MLP,10,calibrated,-0.15146612387306047,0.2005138440942841,0.4296155890579131
Mantova,PLSR,0,source_only,,0.1571204348802796,0.5575158814500889
Mantova,PLSR,1,calibrated,0.0946039736084495,0.174740818315176,0.5554566726995736
Mantova,PLSR,3,calibrated,0.0960681579242549,0.1616614109034646,0.5512522290571824
Mantova,PLSR,5,calibrated,-0.010368238851781949,0.17878882530206164,0.4833304909073963
Mantova,PLSR,10,calibrated,0.08235263114641345,0.1665784775540452,0.5617794338217916
Mantova,XGBoost,0,source_only,,0.1570455665236411,0.4839197524340735
Mantova,XGBoost,1,calibrated,0.0677295458172599,0.1804291771410614,0.4785849401068627
Mantova,XGBoost,3,calibrated,0.03614468209601255,0.1725255923620208,0.4777610555210088
Mantova,XGBoost,5,calibrated,-0.1315689937966375,0.19963277989887254,0.34997435970549706
Mantova,XGBoost,10,calibrated,-0.06786288693959845,0.19055476095963494,0.34784022620523225
Morse Reservoir,MLP,0,source_only,,0.1446663045396294,0.3846696677487223
Morse Reservoir,MLP,1,calibrated,0.020489160871383798,0.1615097794973663,0.3844084905371694
Morse Reservoir,MLP,3,calibrated,0.001992549880371248,0.14893058236736167,0.3769045200297684
Morse Reservoir,MLP,5,calibrated,0.2488394048379462,0.11146656999500934,0.7711203005469591
Morse Reservoir,MLP,10,calibrated,0.3253419112027477,0.0949231497241721,0.78284191854482
Morse Reservoir,PLSR,0,source_only,,0.2078517177627744,0.807040188678268
Morse Reservoir,PLSR,1,calibrated,-0.5850200590102717,0.25544464217577645,0.8050805938960031
Morse Reservoir,PLSR,3,calibrated,-0.23991228862283995,0.19636013971144825,0.8036211835664189
Morse Reservoir,PLSR,5,calibrated,0.3656928137868951,0.0928173624025832,0.7937516245754185
Morse Reservoir,PLSR,10,calibrated,0.3930127336042266,0.0883877897793022,0.7913377938436287
Morse Reservoir,XGBoost,0,source_only,,0.0937126347425865,0.840722599485472
Morse Reservoir,XGBoost,1,calibrated,0.3172695281242358,0.115088700344434,0.8390278293470965
Morse Reservoir,XGBoost,3,calibrated,0.378809140581602,0.09590084651409084,0.8397051092963567
Morse Reservoir,XGBoost,5,calibrated,0.36962963891097694,0.0923961726335453,0.8028933656977888
Morse Reservoir,XGBoost,10,calibrated,0.39389752963194485,0.0879353638285614,0.7920403893008329
Taihu,MLP,0,source_only,,0.2481127817634316,0.6482194022328848
Taihu,MLP,1,calibrated,0.35009940105024956,0.2147623094184128,0.6476981293498065
Taihu,MLP,3,calibrated,0.3311716039690459,0.2005862849582834,0.6462142117465561
Taihu,MLP,5,calibrated,0.3817055246579347,0.18605018352963226,0.7207265863198876
Taihu,MLP,10,calibrated,0.41548445637576786,0.17262167597721645,0.7834811273553439
Taihu,PLSR,0,source_only,,0.2114444512300057,0.7489030701470308
Taihu,PLSR,1,calibrated,0.24338915595322244,0.24650662606838708,0.7490647065705547
Taihu,PLSR,3,calibrated,0.24786131558293625,0.2278185755534081,0.7489972617554912
Taihu,PLSR,5,calibrated,0.2069009741722157,0.2406735061670625,0.7377083489849725
Taihu,PLSR,10,calibrated,0.19319513945969716,0.23873211080131657,0.709598639355367
Taihu,XGBoost,0,source_only,,0.1752252365368314,0.7998797192446772
Taihu,XGBoost,1,calibrated,0.38537707608548466,0.21085360677677273,0.7996671043576224
Taihu,XGBoost,3,calibrated,0.3936864999033955,0.1861973896741936,0.7996617816664364
Taihu,XGBoost,5,calibrated,0.3139102691010818,0.20596622821546912,0.804474636750751
Taihu,XGBoost,10,calibrated,0.31636099752082447,0.2020337335163038,0.7895389470202182
